"idx","RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
0,1.5212543124568,14.2567285526446,3.87024977595344,0.774282443647152,71.5651639284685,0.024553186552925,9.52197253452892,0,0,"positive"
0,1.51772792357057,13.6330396547079,3.63956120463598,0.675633438642295,72.9868920915732,0.0811733193363855,8.9153884932377,0,0,"positive"
0,1.51879176713284,13.6427,3.57804278972082,0.713638313540146,72.7746767056882,0.126121662479639,8.90620069177896,0.0974242689907551,0.0788672653734684,"positive"
0,1.51794504567815,13.5051485121508,3.36241644793717,1.61995978886693,71.9459522565715,0.571809915806637,8.80694225633513,0,0.422788831683341,"positive"
0,1.51697123539359,13.4518258051687,3.39623311997352,1.36290389385442,72.4283760864068,0.541192537601343,8.6961755691479,0,0,"positive"
0,1.51700572431138,13.4552451596669,3.39674616597842,1.3697811669992,72.4112593176909,0.542789093348226,8.70017138625067,0,0,"positive"
0,1.51609326,13.3766985186041,3.46403707188577,1.28028688985387,72.6799997326804,0.574424505936156,8.32982017121182,0,0,"positive"
0,1.51609326,13.3376354548231,3.51867081554756,1.33012061794474,72.6729507587651,0.561396491646173,8.33433487117189,0,0,"positive"
0,1.51619394808569,13.3477858850696,3.49837886161864,1.32619114498255,72.6641743641812,0.550665500279549,8.40416117264546,0,0,"positive"
0,1.5166211715941,13.3315436622319,3.47139464004133,1.32526125515059,72.6659342417959,0.538536588462917,8.55453096765006,0,0.0231273755128495,"positive"
0,1.52124032041292,14.032273215261,3.75867482257274,0.586923816802928,71.7819355236808,0.114643412710817,9.635647052495,0,0.00457942180295939,"positive"
0,1.52158693051001,14.2700933276804,3.85540837680219,0.859996244012408,71.4476140291372,0.0879460608938453,9.35472913223237,0,0.0722262335843174,"positive"
0,1.52199200764293,14.1673098892552,3.77766964294348,0.866668024338607,71.4170995974509,0.214474096699369,9.20776016795657,0,0.164237444250961,"positive"
0,1.51665245845349,13.2976198067947,3.50663306940235,1.34541543924838,72.6780204736926,0.545847189119887,8.51441880451772,0,0.0331338337389752,"positive"
0,1.51619676089575,13.3919166881478,3.42764154494212,1.24790857439463,72.6902847104873,0.584724976729264,8.34435735118597,0,0.00858216382632963,"positive"
0,1.51625742816295,13.3053003008307,3.53992599724417,1.35080832380597,72.6790735937351,0.5589,8.36391995306788,0,0.0136126171604265,"positive"
0,1.5165474107277,13.2614064095394,3.55897811482829,1.37048278227628,72.6922747640483,0.5589,8.41465016469993,0,0.0376576059451327,"positive"
0,1.51609326,13.3384861673305,3.51748100592801,1.32903534270847,72.6731042707965,0.561680214775633,8.33423655037083,0,0,"positive"
0,1.51791608948336,13.5089053884625,3.36939209158506,1.6045452971129,71.9601888404895,0.572686991065869,8.80390285865741,0,0.357961529914057,"positive"
0,1.51776947306847,13.5279279064422,3.40471247365331,1.52649576281591,72.0322741717808,0.577127962368638,8.78851321253251,0,0.0297158249267377,"positive"
0,1.51726058083241,13.4568652408008,3.37411169690259,1.45499765417598,72.2852538285656,0.546674899709802,8.72857318867073,0,0.231300703840563,"positive"
