"idx","Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
0,49.9614082025364,63.9438664764166,3898.72344878316,1.23783335360186,0.488,0.662641210895265,11.3624219743162,1902.9239975193,2342.55386709818,138.365805795183,"positive"
0,104.596183888614,112.63763552648,12836.3564217556,1.17341451637866,0.59325851047365,0.711366104807937,14.7970003788848,8825.71175537072,10623.010888787,647.238980106311,"positive"
0,73.1561478639487,96.4404372815043,7063.95086211897,1.32116324805957,0.485962977573043,0.583596585145453,15.0601746874489,3428.61422290653,4128.66792513407,259.759438732872,"positive"
0,117.863859364763,246.063329325058,39226.7097534779,1.81135200688336,0.443745398858562,0.560677328540944,18.3452760684863,15299.8103785058,20965.6613169424,724.330227682367,"positive"
0,70.8249820582569,92.6218234174885,6582.99497631192,1.30479956939816,0.475515434368979,0.561877817747649,24.0164708896773,3154.85915386491,3738.88313118555,187.240201126318,"positive"
0,66.6937665313017,61.1304657771252,4136.0818625181,0.905469189093448,0.46222686600918,0.509986831496237,190.143795783748,1934.49466327741,2173.12451942428,56.5710292917211,"positive"
0,152.637739582453,124.749107155483,20029.3060379908,0.912281358700246,0.776192269290332,0.868789873819332,25.2262892027944,17153.2367003025,19013.1015963037,615.383906970266,"positive"
0,106.495688572526,122.404107302427,14263.4145202339,1.20523819047213,0.530161397144198,0.607126489207149,29.0027805528045,7975.98037919402,8908.05636015534,252.050924763083,"positive"
0,101.658722186461,228.934629800031,26774.8699443042,2.06281641380256,0.440863816525089,0.574055699414341,14.3023954977049,10972.4587001635,15220.108385311,819.296464549145,"positive"
0,123.855351463426,286.644674497889,45062.2871031216,2.03152208736027,0.412250515999505,0.506250515999505,15.7662578697992,15801.9992340677,20025.9346270575,998.42251573666,"positive"
0,51.7113995365798,66.4893084168434,4137.99499118328,1.2453901343625,0.484772268108092,0.655776728957891,11.8812763675489,2016.96929173078,2475.68869188428,142.606584710069,"positive"
0,56.4248265048955,72.4561330887955,4734.01120404503,1.2373756790068,0.478944666572614,0.634158720541745,12.5170111670438,2302.57294887165,2803.61662731413,158.856932750205,"positive"
0,58.8501591710374,76.8729587942362,5114.0581266582,1.27621659642039,0.480229639510158,0.623840402637608,13.0988836366567,2489.37434423342,3015.45085635828,168.377837060951,"positive"
0,70.6877551153302,92.2272959565744,6544.57143229246,1.30150612276793,0.474057398100384,0.55952780635003,24.9888953139912,3129.26632900909,3705.46837058291,183.998214599676,"positive"
0,45.4133901107125,56.4292317926884,3212.13317261636,1.19079255175497,0.480580480961129,0.667324468947016,10.4716049426608,1561.16418150254,1949.38954887586,119.782839001156,"positive"
0,68.273873211816,71.514023963362,4962.70338595286,1.03278064163774,0.469901669885963,0.531431136446074,138.194402718954,2363.15503274836,2724.58175092377,103.748500181362,"positive"
0,39.7619302393869,48.3755787627306,2483.66150833759,1.16741355077503,0.502653668073006,0.717546429675305,9.66734242199454,1225.03957709367,1563.91644713865,100.701389030553,"positive"
0,41.0666702585295,50.3030356091913,2662.88534187619,1.17411516996427,0.490812120885588,0.69659392608772,9.92515218454413,1302.16993754287,1650.16391212074,103.921225019265,"positive"
0,28.8827767344192,33.2840388864279,1016.69965532422,1.14681199044408,0.488,0.73976983967633,7.22334524966776,495.925347022479,733.391978429863,65.0696554628666,"positive"
0,150.674572259188,136.15681292396,21211.1035081074,0.947822406647727,0.742053306253627,0.894239708653651,13.534644530816,16532.3222103491,19950.0446681306,1258.2576092286,"positive"
0,79.2764280270785,98.7719725817442,7868.33054070175,1.25850323686562,0.475179626809433,0.592048400608823,11.7260792081058,3717.72460013628,4677.45304642804,496.701713619754,"positive"
0,69.5260307006538,88.8873382643797,6219.28859618306,1.27362473681569,0.461714076194447,0.539633275748696,33.2211649474921,2912.60472567193,3422.5884756092,156.552475302946,"positive"
0,58.8068232650403,76.3636439293623,5076.00070739537,1.26243184537115,0.484318183236755,0.624340892777313,13.1004555431847,2474.40943751391,2995.01176048233,167.750018205028,"positive"
0,65.5699542148504,53.7454134118743,3548.16747639747,0.814922025310807,0.456768349043559,0.494735092915827,227.091533856331,1629.62043628586,1780.9140209828,23.0172044148203,"positive"
0,132.778100603493,117.668714128202,16798.7471999091,1.01589686641656,0.705215646504657,0.798158636059379,22.8776710278913,13759.6561300803,15321.7991339101,516.776482126908,"positive"
0,123.008633744437,135.043645582162,17782.5066135367,1.14407913427986,0.550343885687645,0.61915443692496,35.3755542080384,10178.9295832394,11245.5554878237,269.78705105884,"positive"
0,108.310987010598,258.75103106536,31229.9867293835,2.22650964465365,0.430291467072442,0.572273842765018,13.9911645362899,12676.7451900188,17731.1007755361,954.836360340938,"positive"
0,66.2568505834788,87.6463281214237,6126.75484341383,1.30820003661048,0.488,0.603014705819543,14.5622542963922,2990.64477644721,3586.56275249785,195.029503165279,"positive"
0,135.661062531173,128.49366733362,18482.3981150407,1.02132604802446,0.693572181090247,0.834654841920594,13.9459521410731,14021.3127083387,16911.0600740183,1059.17221460608,"positive"
0,86.8498517470434,101.657086379826,8863.69480103999,1.18096580354217,0.461835975493304,0.60250693812687,7.60036647684872,4075.47871109843,5356.53670665156,789.901403349824,"positive"
0,69.4354556649923,88.626935036853,6193.92758619785,1.27145093595982,0.460751716440544,0.538082178262994,33.8630022939481,2895.71248152107,3400.53345442563,154.412640085444,"positive"
0,54.9380783804227,70.6055120080709,4537.61537275463,1.241738558779,0.483238533501513,0.636756864732597,12.3411018960644,2210.61501886975,2692.97974704835,153.894513269421,"positive"
0,65.1077369011473,50.7079853503965,3306.36179028591,0.777680516035296,0.454523293519858,0.488462143658427,242.287918509995,1504.22748218267,1619.6001785004,9.21671604854055,"positive"
0,179.317676561652,134.261084687198,24369.3197864245,0.773081687504426,0.871544044059468,0.963677649684483,28.3814817498997,21712.2579314176,23972.0898826548,747.855594058288,"positive"
0,83.3057586641517,104.653790582437,9321.38279087143,1.2911268197624,0.501818149478408,0.590235058780061,20.0531853807578,4882.27195215831,5625.39294868102,227.143222268904,"positive"
0,127.91719388403,346.628851158777,44360.5435611904,2.70896237807488,0.399131602577167,0.567022180209635,13.0738741432829,17699.7853688246,25131.7436485826,1354.31282538711,"positive"
0,32.1248456146568,37.9997754395008,1459.97889131308,1.16081183333602,0.488,0.727906814910006,7.85996968433261,712.333444778342,980.89446408255,76.3432131600566,"positive"
0,131.396142706275,126.316781172995,17707.2489368655,1.0422063846672,0.67980004415568,0.817728441365529,14.062793173776,13308.0048676245,16047.7692194618,1002.617600678,"positive"
0,92.9621436155867,103.985578520223,9667.02458947711,1.11838757726899,0.451066699343966,0.61094772213581,4.2706227160804,4364.21173650771,5904.60554419761,1026.53441711771,"positive"
0,120.285693434067,253.987400446553,40933.0830527293,1.83661131134303,0.441408541423269,0.559551388140302,18.4854875146039,15929.5509690004,21860.2103431728,751.225332346745,"positive"
0,67.2967587709427,82.4781814664602,5595.09245586395,1.22012221050262,0.438028061941266,0.501456993952394,49.0183431594074,2496.84551078081,2879.76076072454,103.885925963521,"positive"
0,71.2673131127376,91.1852004551329,6528.70008840645,1.27396637079772,0.484441235119011,0.572056392244296,39.7786514620809,3175.23251444125,3769.29227634543,193.124062937452,"positive"
0,125.043203343404,114.91105510504,15540.5148256093,1.05625285212137,0.677571796296863,0.770649305803934,21.9629353519157,12437.9303382717,13884.1171431763,478.371035731165,"positive"
0,137.933033293113,146.467260051519,20963.0619840212,1.08880358039588,0.56858481846936,0.630025295855478,41.1352669227496,12169.9550341405,13358.1871572696,285.816961685196,"positive"
0,94.083598928526,194.981845197501,21701.7016824186,1.87641427363409,0.452902851702878,0.576084750287002,14.6568030501297,9031.7391754922,12360.7698955568,664.953328168718,"positive"
0,76.5979462685063,112.90421422245,10294.7361164829,1.39493704091106,0.481283392215613,0.575283392215613,15.696761685689,4475.97445568535,5443.78196916636,284.46505097812,"positive"
0,81.0452941730618,100.616868900834,8555.98221595399,1.28871574727772,0.517208762433846,0.617898511249339,15.4421966283838,4886.82545044459,5855.9182955306,334.944369607372,"positive"
0,92.8039737751242,103.925323342904,9646.23655330203,1.12000693515944,0.451345379539067,0.610729297118029,4.35678761964664,4356.74009452015,5890.42298183613,1020.41098472266,"positive"
0,139.880810409319,318.101248093648,54739.3899447131,2.04098494365509,0.422500972412061,0.55044137761672,19.6199416552763,21024.7970435389,29098.0277606631,968.834262966644,"positive"
0,67.4603549260646,82.9485204124358,5640.89937929809,1.22404851822555,0.439766271089437,0.504258578108856,47.8590599051747,2527.35619371105,2919.59642449673,107.750885128276,"positive"
0,71.7555453381501,94.3935836507007,6784.11528975796,1.31330393867381,0.486812648785301,0.578682401017751,23.7269708397333,3307.68294244958,3939.68532301439,207.701282239053,"positive"
0,174.742680478841,132.629999127239,23625.1071627624,0.796951232284307,0.855193405885249,0.94740657665953,27.840438734889,20930.4905573018,23121.7373498715,725.139743942767,"positive"
0,134.353427049005,143.727314531337,20200.2081199992,1.10206138129998,0.564209744171007,0.627417928344337,39.7538040685421,11692.4090455747,12851.4740067148,281.972199423006,"positive"
0,73.5890904087573,103.122530224966,7976.23654803634,1.37210297470121,0.485474481314654,0.581574350783368,15.6156532701617,3781.11928740074,4624.82487607701,247.377717078431,"positive"
0,108.688948290423,230.885839303024,33904.2750746068,1.82722171520628,0.434405359850265,0.528405359850265,15.7439543357212,12167.1179402713,15346.0584165957,769.29087564256,"positive"
