"idx","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
39,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,"negative"
628,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,"negative"
296,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,"negative"
147,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,"negative"
248,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,"negative"
161,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,"negative"
29,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,"negative"
347,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,"negative"
502,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,"negative"
32,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,"negative"
155,0.58,0.455,0.195,1.859,0.945,0.426,0.441,"negative"
498,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,"negative"
528,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,"negative"
143,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,"negative"
159,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,"negative"
420,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,"negative"
590,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,"negative"
304,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,"negative"
394,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,"negative"
211,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,"negative"
410,0.34,0.255,0.095,0.213,0.081,0.034,0.07,"negative"
359,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,"negative"
107,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,"negative"
532,0.475,0.375,0.11,0.456,0.182,0.099,0.16,"negative"
24,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,"negative"
565,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,"negative"
310,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,"negative"
465,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,"negative"
503,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,"negative"
546,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,"negative"
25,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,"negative"
110,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,"negative"
319,0.53,0.395,0.13,0.575,0.247,0.115,0.183,"negative"
119,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,"negative"
65,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,"negative"
730,0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,"negative"
499,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,"negative"
265,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,"negative"
591,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,"negative"
599,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,"negative"
697,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,"negative"
621,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,"negative"
713,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,"negative"
283,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,"negative"
447,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,"negative"
332,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,"negative"
378,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,"negative"
201,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,"negative"
218,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,"negative"
722,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,"negative"
440,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,"negative"
203,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,"negative"
686,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,"positive"
244,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,"negative"
207,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,"negative"
326,0.555,0.455,0.135,0.837,0.382,0.171,0.235,"negative"
415,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,"negative"
132,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,"negative"
398,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,"negative"
172,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,"negative"
200,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,"negative"
150,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,"negative"
524,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,"negative"
325,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,"negative"
94,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,"negative"
660,0.515,0.39,0.12,0.565,0.235,0.135,0.179,"negative"
49,0.58,0.455,0.17,0.93,0.408,0.259,0.22,"negative"
536,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,"negative"
695,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,"negative"
640,0.545,0.41,0.14,0.737,0.349,0.15,0.212,"negative"
625,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,"negative"
301,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,"negative"
385,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,"positive"
258,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,"negative"
264,0.565,0.44,0.15,0.863,0.435,0.149,0.27,"negative"
17,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,"negative"
637,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,"negative"
692,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,"negative"
42,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,"positive"
30,0.725,0.56,0.21,2.141,0.65,0.398,1.005,"positive"
399,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,"negative"
275,0.6,0.47,0.165,1.059,0.504,0.241,0.275,"negative"
704,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,"negative"
701,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,"negative"
684,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,"negative"
636,0.515,0.405,0.13,0.573,0.213,0.134,0.195,"negative"
425,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,"negative"
454,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,"negative"
689,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,"negative"
260,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,"negative"
344,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,"negative"
483,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,"negative"
576,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,"positive"
608,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,"negative"
40,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,"negative"
133,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,"negative"
450,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,"negative"
178,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,"negative"
142,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,"negative"
92,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,"negative"
388,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,"negative"
446,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,"negative"
597,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,"negative"
324,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,"negative"
679,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,"negative"
372,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,"negative"
284,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,"negative"
167,0.615,0.475,0.155,1.027,0.447,0.25,0.285,"negative"
549,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,"negative"
530,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,"negative"
696,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,"negative"
641,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,"negative"
138,0.5,0.375,0.12,0.542,0.215,0.116,0.17,"negative"
438,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,"negative"
409,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,"positive"
432,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,"negative"
531,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,"negative"
729,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,"negative"
421,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,"negative"
505,0.56,0.435,0.13,0.777,0.354,0.173,0.222,"negative"
422,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,"negative"
307,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,"negative"
371,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,"negative"
417,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,"negative"
205,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,"negative"
267,0.57,0.435,0.17,0.848,0.4,0.166,0.25,"negative"
192,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,"negative"
252,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,"negative"
164,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,"negative"
233,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,"negative"
255,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,"negative"
129,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,"negative"
81,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,"negative"
31,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,"negative"
612,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,"negative"
416,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,"negative"
539,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,"negative"
460,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,"negative"
27,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,"negative"
281,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,"negative"
206,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,"negative"
8,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,"negative"
257,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,"negative"
137,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,"negative"
225,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,"negative"
426,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,"negative"
221,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,"negative"
64,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,"negative"
95,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,"negative"
269,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,"negative"
542,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,"negative"
569,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,"positive"
89,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,"negative"
113,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,"negative"
309,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,"negative"
105,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,"negative"
489,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,"negative"
292,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,"negative"
186,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,"negative"
620,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,"negative"
667,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,"negative"
268,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,"negative"
552,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,"negative"
517,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,"negative"
690,0.29,0.225,0.075,0.152,0.071,0.059,0.045,"negative"
605,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,"negative"
356,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,"negative"
47,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,"positive"
194,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,"negative"
195,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,"negative"
126,0.575,0.46,0.16,1.103,0.538,0.221,0.249,"negative"
180,0.45,0.33,0.105,0.448,0.208,0.089,0.12,"negative"
430,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,"negative"
62,0.56,0.455,0.19,0.714,0.283,0.129,0.275,"negative"
340,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,"negative"
48,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,"negative"
520,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,"negative"
392,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,"negative"
266,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,"negative"
435,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,"negative"
630,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,"negative"
445,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,"negative"
691,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,"negative"
656,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,"negative"
433,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,"negative"
125,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,"negative"
568,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,"negative"
367,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,"negative"
631,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,"negative"
472,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,"negative"
353,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,"negative"
2,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,"negative"
87,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,"positive"
217,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,"negative"
468,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,"negative"
297,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,"negative"
583,0.41,0.3,0.1,0.301,0.124,0.069,0.09,"negative"
156,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,"negative"
261,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,"negative"
123,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,"negative"
480,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,"negative"
334,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,"negative"
73,0.37,0.29,0.115,0.25,0.111,0.057,0.075,"negative"
687,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,"negative"
469,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,"negative"
408,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,"positive"
306,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,"negative"
9,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,"negative"
0,0.633590096823381,0.528077842007887,0.167683964580027,1.56122748515536,0.617414270990012,0.266975966634233,0.467303919670321,"positive"
0,0.556711254510854,0.444134284870649,0.166788859396857,0.912551589519231,0.335635826466281,0.167467359365495,0.326293405168672,"positive"
0,0.567098621737535,0.447913723741349,0.176063698080798,0.953532775162712,0.376133871978271,0.164576618353925,0.298361220102434,"positive"
0,0.463695600680705,0.350841463455749,0.12754687801173,0.490505319122656,0.194966600830809,0.101401602783788,0.152384803248093,"positive"
0,0.555264487388988,0.43700774211419,0.163928324509872,0.908482476471343,0.334164406462698,0.169071722545139,0.331283003037354,"positive"
0,0.549232340868761,0.433934051095063,0.167893745788674,0.921187159533877,0.337152664415183,0.170532450806393,0.331099202444076,"positive"
0,0.647969859254352,0.491869626855506,0.186545415195321,1.41494316368307,0.506261045449598,0.306857471383852,0.451187252971244,"positive"
0,0.503628712639777,0.369462471347666,0.122495103710849,0.874041393815616,0.269391391453634,0.192615369327745,0.334324750403856,"positive"
0,0.618980207071786,0.465943131321581,0.175162449374806,1.12356459937627,0.39238418237035,0.31184451932564,0.281293929719868,"positive"
0,0.643939654700518,0.529957677506508,0.147086187775114,1.31935418544414,0.529023250271997,0.364911538853666,0.335448721490887,"positive"
0,0.580165038174194,0.486200935726384,0.172904408731637,1.28818517855536,0.547318176377545,0.271883450282577,0.376094716647876,"positive"
0,0.541249576040052,0.429326609112034,0.185540428727948,0.936006317005179,0.341689648969213,0.147440769262375,0.328307102427094,"positive"
0,0.423362260660198,0.313317223340235,0.123879123347208,0.350782614499439,0.113366547912758,0.0558732560442893,0.128771335679182,"positive"
0,0.652003071870674,0.518508593911451,0.185692702014346,1.62015244985792,0.63481406745754,0.351186651503205,0.495513332483443,"positive"
0,0.607554547097807,0.479652783362381,0.137967914474065,1.52153378165142,0.578479248507027,0.250631270325253,0.436044214711556,"positive"
0,0.492080466344404,0.367045370535483,0.197669505723251,1.81313908203749,0.471860221201872,0.200795583427319,0.8441085922956,"positive"
0,0.41117458494965,0.300794390356951,0.115537819683216,0.338002230562787,0.112373428481186,0.0512091731221134,0.119627901229438,"positive"
0,0.519898535214161,0.402150951305259,0.203400315109403,1.01274754863268,0.326072653792805,0.151558802069254,0.392072103660499,"positive"
0,0.53527280064099,0.415283789903658,0.166029021282126,0.934190103892222,0.332861185538671,0.183398427293545,0.340925630179775,"positive"
0,0.649989099450586,0.524725981146263,0.179880760385387,1.62442268860148,0.597048076449021,0.344260578730963,0.528899546097638,"positive"
0,0.456474316971256,0.369862944566733,0.157884547823937,0.674673586484374,0.199166531143767,0.152581850094807,0.232524462209597,"positive"
0,0.490727572907552,0.365813616075666,0.122153544255736,0.472100332778152,0.181421969015873,0.067974289044759,0.163659229282856,"positive"
0,0.636064920364208,0.500902808908257,0.165020289694941,1.44137073883164,0.611635503337384,0.303543059801977,0.387783895170937,"positive"
0,0.472780850212941,0.372934680015124,0.167352663888625,0.684338292026124,0.250195638035769,0.155356029183116,0.241214900567178,"positive"
0,0.462155154548578,0.352089761659979,0.123513057104269,0.485491980659986,0.196737530882094,0.0985962544269485,0.149031403267775,"positive"
0,0.632164125730869,0.512291644465986,0.180533236070766,1.79756995020581,0.693579850592227,0.384759809547708,0.387166556753292,"positive"
0,0.597344784943872,0.459390281673389,0.124665711441792,1.5014224641023,0.560700575815894,0.240585398053521,0.419222719101254,"positive"
0,0.563680733517622,0.439223117018523,0.177348398407074,1.04312749955072,0.368448331247977,0.167420584011157,0.386399459663746,"positive"
0,0.557362267365598,0.440340234388683,0.132062796502102,0.796283900979594,0.377523811248477,0.142154404478771,0.233747344852361,"positive"
0,0.650900358854528,0.475724864040583,0.224902249333192,1.29383306831288,0.487217680041221,0.186145157241735,0.473245479271992,"positive"
0,0.474325996008313,0.349381228582232,0.112342474834713,0.454193571065585,0.170028648462619,0.0595603265515603,0.143465955038389,"positive"
0,0.478655888576494,0.393461319872051,0.150514970471687,0.681180866926693,0.213584135795536,0.141208265828318,0.248607977351314,"positive"
0,0.643305683041257,0.529016121281311,0.208583291067628,1.60385571403216,0.550773701321614,0.332610345231581,0.630893423582055,"positive"
0,0.527286765063154,0.393519487591407,0.137827498899464,0.872063116788379,0.288657739028517,0.194148648345239,0.318598229426387,"positive"
0,0.475653714121646,0.351052211772397,0.113199518675549,0.453205214919075,0.168125788626816,0.058504353871359,0.144965914828363,"positive"
0,0.56442103029501,0.438591127151941,0.149452906463236,0.826593830725893,0.307364131551588,0.144056853400025,0.312564579064227,"positive"
0,0.635512786656783,0.531075929416613,0.139972016473598,1.31012057745656,0.520915928697727,0.366914190496596,0.329274032101229,"positive"
0,0.566375496422416,0.447355265426581,0.176759583845758,0.953739834829489,0.375038455552758,0.164351316669142,0.299253469069894,"positive"
0,0.532839772081791,0.393836848665636,0.171884833991543,0.969216057334325,0.250043609598569,0.207990725465516,0.377194470116116,"positive"
0,0.559851189412524,0.446316270858447,0.137527919536257,0.803718582756366,0.373566234347451,0.147195923749575,0.242081652951375,"positive"
0,0.580298352920815,0.487435535315574,0.17877763173019,1.29991712616315,0.542053269901593,0.264353796096743,0.38996830529555,"positive"
0,0.535297551618705,0.417212336336733,0.110702192734913,1.69885326567701,0.592324371710929,0.348463082174638,0.31898001298194,"positive"
0,0.649457605437551,0.511365243563818,0.174066820291313,1.54751541235362,0.599392210111732,0.332586766131416,0.475243107460129,"positive"
0,0.488681123878993,0.392330821780672,0.157346482794589,0.683028843116898,0.251161903185842,0.142858175715487,0.253661507231328,"positive"
0,0.627153095529495,0.488424402787289,0.164475735005835,1.13962843985943,0.410877130615479,0.301764042960921,0.298146009991568,"positive"
0,0.580632420743574,0.484564086524901,0.160613334115529,1.28134916797918,0.55498954587713,0.275947012981898,0.367538678604431,"positive"
0,0.473003796106116,0.373197319791159,0.167128624411674,0.684249518030053,0.250316897212738,0.155099199047446,0.241286857327584,"positive"
0,0.654937310874731,0.499927766958698,0.18005985855938,1.41548822154751,0.507987293940723,0.313946176639653,0.445046966345661,"positive"
0,0.522877823466507,0.384691728958541,0.169332815730613,0.960381594409106,0.243115932977995,0.208802351386157,0.374896113150285,"positive"
0,0.543636829806232,0.429132852997784,0.191969998236135,0.99648394671974,0.456090774173782,0.19553707074535,0.267661481366508,"positive"
0,0.5016765715208,0.393997451937362,0.117136351436117,0.726368741635632,0.225110053124213,0.172960615124509,0.143766580869942,"positive"
0,0.463851065150436,0.329129789937599,0.152429533566396,0.925690586851793,0.202437211587573,0.209430595689356,0.373202233844508,"positive"
0,0.558741820930765,0.414156997641974,0.117571159432961,1.57904410972257,0.509590776296045,0.333737007234694,0.290121857432803,"positive"
0,0.592899465490087,0.446843378670193,0.223328691322121,1.35879761856651,0.497853416214731,0.219024469801879,0.498753627028572,"positive"
0,0.550563073924952,0.403399558992787,0.11006946438724,1.57251006789396,0.502534565903835,0.334044121414406,0.281303077329798,"positive"
0,0.599355010928286,0.457588414157403,0.214715654618808,1.35368012397863,0.50802552084492,0.223680345541606,0.488171433692092,"positive"
0,0.678829144085493,0.521617346481837,0.207365745066247,2.08528222164812,0.623692980947445,0.363143152909346,0.975487679669292,"positive"
0,0.528683115142686,0.393751615881222,0.139015143960163,0.871135258659383,0.290678427931617,0.193874420499605,0.317366478628084,"positive"
0,0.581547419029585,0.486879409510297,0.171760067175232,1.28816499504392,0.549718282647882,0.268733820532027,0.376325250712532,"positive"
0,0.537716961160131,0.409356278166994,0.140173835649427,0.812711665015976,0.294423144935912,0.154511039088734,0.301140197287437,"positive"
0,0.641677223244237,0.472577130251908,0.132622033771386,1.46765302013541,0.57217623049059,0.290524428752085,0.367687314074744,"positive"
0,0.637761041653169,0.507670331732316,0.160547469004776,1.60806429412295,0.584047660179445,0.345028854447878,0.409737269760106,"positive"
0,0.420684745603829,0.310634292147634,0.122230231077351,0.348044984135915,0.113219703906154,0.0547507630560001,0.126977848727721,"positive"
0,0.441260181644817,0.354656230450521,0.1624913896914,0.671914967643349,0.19352030041672,0.158096157029641,0.222956594255045,"positive"
0,0.619963782248231,0.484363078694477,0.1651189968115,1.43116257360573,0.599935293632741,0.303685997000534,0.378353530621202,"positive"
0,0.568571865954472,0.426017407772333,0.126163767483521,1.58878649019539,0.514082656375314,0.334613805147301,0.303200886516288,"positive"
0,0.638878201152837,0.503858908087425,0.165012606574414,1.44274548802965,0.613742475248494,0.303483040621913,0.389345928559536,"positive"
0,0.694828895188898,0.535005727265582,0.208402776146089,2.09853071473199,0.626924760870026,0.372455233409387,0.98415901921634,"positive"
0,0.552835357854784,0.43559085103266,0.181815551880506,0.945139313100142,0.35159483763553,0.153245985701742,0.320621264316216,"positive"
0,0.484592133237599,0.34954526979342,0.159524917259168,0.926429049183691,0.216491535348154,0.211921586365119,0.366063083968201,"positive"
0,0.472752863630162,0.377254483203657,0.169070465258481,0.67904298365014,0.241559404015658,0.159089453498597,0.242839262587103,"positive"
0,0.653553552496658,0.5134839118104,0.19009914609255,1.61562614536654,0.664084100071433,0.356362463594732,0.468818878518987,"positive"
0,0.692031806964833,0.532592954899259,0.208119016348308,2.10121484904683,0.631215533801011,0.373110548836048,0.983926795825919,"positive"
0,0.623541785774734,0.463618506461739,0.209289182230838,1.41300828940983,0.500218590387623,0.28203887668167,0.472686491135444,"positive"
0,0.62426693541429,0.51094612547095,0.158372353117059,1.54774648812745,0.60324331655851,0.262211254315143,0.456328980138616,"positive"
0,0.610088270266048,0.471954775432095,0.197971845673898,1.36005256402429,0.52081736397238,0.234163347684368,0.477593152011447,"positive"
0,0.399223974345091,0.285736949214145,0.103931277551761,0.32098198074666,0.111492422278762,0.0450095250687546,0.108920661195887,"positive"
0,0.498286657250154,0.398918640615734,0.112840302076828,0.860494284354554,0.263995001980289,0.182752264468067,0.292634950950422,"positive"
0,0.416795474581617,0.306393961325908,0.119571026321011,0.343361543235792,0.112890398280247,0.0529268485651485,0.123435948529763,"positive"
0,0.640756719715473,0.467700376975844,0.126115933779812,1.4603139556829,0.567338136765326,0.285275063948072,0.362197369204231,"positive"
0,0.521340093951197,0.392072793167,0.0959968268793059,0.672895122747225,0.184612039223589,0.108510766895109,0.164346305072943,"positive"
0,0.586585541994403,0.447365498329517,0.200463743764341,1.91435815839373,0.52375389240732,0.266382291847033,0.911228757727402,"positive"
0,0.698380192167525,0.528206739296114,0.191199637161586,1.31737264720189,0.546006701743536,0.231465526843861,0.421667868043827,"positive"
0,0.548165424277323,0.43110223480247,0.163860018236745,0.908008278221255,0.327659494433837,0.173019943178589,0.330709869556345,"positive"
0,0.646825323807709,0.514646464853497,0.18688302814382,1.51786475140346,0.603094438888693,0.34507454557161,0.494077838842473,"positive"
0,0.63856673835726,0.48947076257423,0.203151691676137,2.00471764556043,0.567618121547743,0.321348528532446,0.948533490505674,"positive"
0,0.55192266325251,0.466941408902094,0.174418738324957,0.968190860250079,0.372416438328489,0.216605044904779,0.284630976613354,"positive"
0,0.557164240647044,0.439960144456533,0.131597731054179,0.795656039956598,0.377848521390092,0.141717641611721,0.233066681178849,"positive"
0,0.564488001356854,0.446036520968093,0.177020799029871,0.951762693226122,0.372655182991585,0.162845985919667,0.301385599865972,"positive"
0,0.479223205914701,0.385610834280398,0.171264911065568,0.699174895198157,0.243991909745175,0.154874326480199,0.256057510608739,"positive"
0,0.560952267349428,0.44904151327242,0.140710465422097,0.80854111778738,0.371441489271045,0.150046180428599,0.24657406668042,"positive"
0,0.410808841827354,0.300114354598708,0.115609642817239,0.3366934446197,0.112445587467137,0.0503196111778535,0.118646327737763,"positive"
0,0.587505553802638,0.434965153620138,0.234624092498323,1.36029423824517,0.476299396601613,0.218822382838515,0.512504274615109,"positive"
0,0.622589505149782,0.472689735339956,0.170044880404494,1.13048833394695,0.400070355903275,0.309533545883869,0.287358834736842,"positive"
0,0.533390200736182,0.386161801032844,0.0993883385671006,1.55838077418414,0.474562982301944,0.336971815282925,0.26439863844129,"positive"
0,0.511695628095693,0.374426416497751,0.166468198788119,0.950464991318577,0.23533967991459,0.209713393990683,0.37231622867022,"positive"
0,0.573092097373839,0.433824329407214,0.13089226654436,1.60094152830938,0.518548910261785,0.332331569935274,0.31529654077633,"positive"
0,0.565748409569325,0.467831322187217,0.194768210501479,1.02420824760298,0.462424299344331,0.191116595114255,0.298881435061366,"positive"
0,0.531111636674089,0.391911828332192,0.171268664790767,0.968410665660127,0.249159590212888,0.208699359212619,0.37651769412523,"positive"
0,0.612010407317391,0.476587087138368,0.193457956539567,1.3587317780547,0.526821245058916,0.235385572551511,0.472618096576144,"positive"
