"idx","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
0,0.683046791029628,0.551523395514814,0.184140373088885,1.80363656340481,0.803879212741856,0.406819917839253,0.47328074617777,"positive"
0,0.683457664090674,0.551728832045337,0.185372992272023,1.80439667856775,0.802379526069039,0.40875102122617,0.475745984544046,"positive"
0,0.529950690055266,0.41002958596684,0.164950690055266,0.81157593731489,0.240069033922628,0.168987179414369,0.240088757900521,"positive"
0,0.525342105202144,0.412794736878714,0.160342105202144,0.818673157988698,0.246521052716998,0.167788947352557,0.248384210636141,"positive"
0,0.529901264250511,0.409703792751534,0.165,0.810917459078017,0.240888621745398,0.168437206227914,0.240888621745398,"positive"
0,0.511027278216789,0.421383633069927,0.146027278216789,0.840717991546146,0.266561810496496,0.164067092336365,0.274150899209781,"positive"
0,0.526369506313931,0.412178296211641,0.161369506313931,0.817090960276546,0.245082691160496,0.168056071641622,0.246534888634924,"positive"
0,0.528574376531178,0.410855374081293,0.163574376531178,0.813695460141986,0.241995872856351,0.168629337898106,0.242566122243879,"positive"
0,0.544212863116991,0.431064315584954,0.161851452467963,0.994476722052088,0.317730622806121,0.258077635351801,0.329722821298055,"positive"
0,0.542417063202011,0.422085316010052,0.154668252808042,0.992142182162614,0.30228674353729,0.238862576261512,0.340497620787937,"positive"
0,0.541681127346819,0.418405636734096,0.151724509387277,0.991185465550865,0.295957695182646,0.230988062610966,0.344913235919084,"positive"
0,0.540074741715798,0.410373708578991,0.145298966863193,0.989097164230538,0.282142778755864,0.21379973635904,0.354551549705211,"positive"
0,0.544659584944602,0.43329792472301,0.163638339778408,0.995057460427983,0.321572430523578,0.262857558907242,0.327042490332387,"positive"
0,0.541130473148078,0.415652365740389,0.149521892592311,0.990469615092501,0.291222069073468,0.225096062684432,0.348217161111534,"positive"
0,0.543377214163775,0.426886070818873,0.158508856655099,0.993390378412907,0.310544041808462,0.249136191552388,0.334736715017352,"positive"
0,0.543844850994647,0.429224254973233,0.160379403978586,0.993998306293041,0.31456571855396,0.254139905642718,0.331930894032121,"positive"
0,0.680867664748803,0.577397005753592,0.2,1.79216260525538,0.597754671807401,0.454648563022725,0.597397005753592,"positive"
0,0.680490796698723,0.578773008253192,0.200245398349362,1.78844785026123,0.59449691612029,0.452337424456724,0.595828228060855,"positive"
0,0.688197523357812,0.555407429926563,0.2,1.83577526397898,0.705503593359841,0.468575294379843,0.575407429926563,"positive"
0,0.688900752819609,0.553297741541173,0.2,1.83995947927667,0.715841066448251,0.469911430357257,0.573297741541173,"positive"
0,0.682629350228235,0.573426624429412,0.201314675114118,1.79475658317329,0.63587792691635,0.449450377191883,0.577650523060001,"positive"
0,0.686684337262995,0.563289156842511,0.203342168631498,1.80671879492584,0.714341926038964,0.443976144694956,0.543183133264538,"positive"
0,0.645,0.522003116917331,0.188501558458665,1.4626009350752,0.63812431195518,0.335108727368526,0.427507792293327,"positive"
0,0.645,0.517952798262704,0.186476399131352,1.46138583947881,0.606531826449092,0.323767835135572,0.41738199565676,"positive"
0,0.645,0.520316894997377,0.187658447498688,1.46209506849921,0.62497178097954,0.330387305992655,0.423292237493442,"positive"
0,0.645,0.521867027389817,0.188433513694908,1.46256010821695,0.637062813640572,0.334727676691487,0.427167568474542,"positive"
0,0.645,0.520329470082652,0.187664735041326,1.4620988410248,0.625069866644684,0.330422516231425,0.42332367520663,"positive"
0,0.645,0.524286576267332,0.189643288133666,1.4632859728802,0.655935294885188,0.341502413548529,0.43321644066833,"positive"
0,0.645,0.518044092156924,0.186522046078462,1.46141322764708,0.60724391882401,0.324023458039388,0.417610230392311,"positive"
0,0.645,0.521457763111684,0.188228881555842,1.46243732893351,0.633870552271139,0.333581736712717,0.426144407779211,"positive"
0,0.651613432921004,0.517204477640335,0.182795522359665,1.48408791075158,0.558148507136153,0.307563880494796,0.414408955280669,"positive"
0,0.645,0.523790333261713,0.189395166630857,1.46313709997851,0.652064599441364,0.340112933132798,0.431975833154283,"positive"
0,0.645,0.520030067053158,0.187515033526579,1.46200902011595,0.622734523014631,0.329584187748842,0.422575167632895,"positive"
0,0.645,0.519368261888158,0.187184130944079,1.46181047856645,0.617572442727629,0.327731133286841,0.420920654720394,"positive"
0,0.645,0.522572475422639,0.18878623771132,1.46277174262679,0.642565308296587,0.33670293118339,0.428931188556599,"positive"
0,0.656261749238474,0.518753916412825,0.181246083587175,1.50066690561723,0.540329961252515,0.301985900913831,0.41750783282565,"positive"
0,0.545911538491491,0.438637179497164,0.149091452998109,0.890456965841586,0.310911239342531,0.152044829052174,0.316820085493382,"positive"
0,0.527391790250549,0.411564925849671,0.162391790250549,0.815516643014154,0.243651493649231,0.168321865465143,0.244694777549012,"positive"
0,0.526284798491979,0.412229120904813,0.161284798491979,0.817221410322352,0.245201282111229,0.168034047607915,0.246687362714438,"positive"
0,0.524552751691081,0.395670872463379,0.164440939613851,0.783520644250326,0.28477637584554,0.140991973139811,0.285,"positive"
0,0.692383799529634,0.546589199686423,0.196845949882409,1.46681783993728,0.495050240878016,0.321817839937285,0.496870299137663,"positive"
0,0.702657572901808,0.553438381934539,0.199414393225452,1.46818767638691,0.475872530583292,0.323187676386908,0.515705550319981,"positive"
0,0.661317947641946,0.525878631761298,0.189079486910487,1.46267572635226,0.553039831068367,0.31767572635226,0.439916237343568,"positive"
0,0.696489767250605,0.548380930083804,0.196217674333602,1.47710479089106,0.481806837440934,0.318582976633683,0.501088371668011,"positive"
0,0.655926682166755,0.522284454777837,0.187731670541689,1.46195689095557,0.563103526622057,0.316956890955567,0.430032250639051,"positive"
0,0.663529300556984,0.522745011544321,0.181568578025326,1.51043148499238,0.521725624880986,0.299539151432924,0.427842890126631,"positive"
0,0.514311779784039,0.411032330323942,0.151639724730048,0.818339948734269,0.279655889892019,0.152257042237557,0.285,"positive"
0,0.528079449669458,0.404238349008374,0.165,0.800168753049802,0.257284952974878,0.15805286311591,0.257284952974878,"positive"
0,0.511035275701433,0.41594708644785,0.147544094626792,0.829480062615126,0.278017637850717,0.155861196728423,0.285,"positive"
0,0.526380246734479,0.399140740203438,0.165,0.790143455733429,0.272577779389685,0.148367406386533,0.272577779389685,"positive"
0,0.525092692837352,0.395278078512056,0.165,0.782546887740376,0.284165764463833,0.141028349172906,0.284165764463833,"positive"
0,0.524617210756987,0.395574183864519,0.164521513446234,0.783301483426243,0.284808605378494,0.140921068167314,0.285,"positive"
0,0.603669541642303,0.488991375073092,0.163669541642303,1.01169741252193,0.425553745660349,0.199553745660349,0.307982750146184,"positive"
0,0.600174811476609,0.499475565570174,0.160174811476609,1.01484266967105,0.400741161483922,0.174741161483922,0.328951131140348,"positive"
0,0.603176590729272,0.490470227812184,0.163176590729272,1.01214106834366,0.422053794177831,0.196053794177831,0.310940455624368,"positive"
0,0.604460711218417,0.48661786634475,0.164460711218417,1.01098535990342,0.431171049650759,0.205171049650758,0.3032357326895,"positive"
0,0.601712748667924,0.494861753996229,0.161712748667924,1.01345852619887,0.411660515542259,0.185660515542258,0.319723507992458,"positive"
0,0.600090001128847,0.480090001128847,0.162054000677308,1.00755400067731,0.433821600270923,0.209589199864538,0.292144001806155,"positive"
0,0.600546043760842,0.498361868717475,0.160546043760842,1.01450856061524,0.403376910701976,0.177376910701976,0.32672373743495,"positive"
0,0.601487993161427,0.495536020515719,0.161487993161427,1.01366080615472,0.410064751446131,0.184064751446131,0.321072041031439,"positive"
0,0.600666118526133,0.498001644421602,0.160666118526133,1.01440049332648,0.404229441535543,0.178229441535543,0.326003288843203,"positive"
0,0.685032397226896,0.564902808319312,0.2,1.81694276350003,0.658976239235373,0.462561554731103,0.584902808319312,"positive"
0,0.540636189875659,0.413180949378293,0.147544759502634,0.989827046838356,0.286971232930664,0.219807231669547,0.351182860746048,"positive"
0,0.543790106201777,0.428950531008886,0.160160424807109,0.99392713806231,0.314094913335284,0.253554136359016,0.332259362789337,"positive"
0,0.541815336117288,0.41907668058644,0.152261344469152,0.991359936952474,0.297111890608678,0.232424096454983,0.344107983296271,"positive"
0,0.568650350347161,0.44466258758679,0.15466258758679,0.897064423172735,0.334782256002538,0.153331293793395,0.317668706206605,"positive"
0,0.572878884281963,0.445719721070491,0.155719721070491,0.89764584658877,0.339380786656635,0.153859860535245,0.317140139464755,"positive"
0,0.589365765433759,0.44984144135844,0.15984144135844,0.899912792747142,0.357310269909212,0.15592072067922,0.31507927932078,"positive"
0,0.693865726693766,0.566597180081299,0.224328633468831,1.8694604557046,0.846536789810285,0.43602084597561,0.503402819918701,"positive"
0,0.69157886017696,0.55973658053088,0.2128943008848,1.83813038442435,0.806287939114496,0.438079025840736,0.51026341946912,"positive"
0,0.694357162921224,0.568071488763671,0.226785814606119,1.87619313202077,0.855186067413539,0.435578553370899,0.501928511236329,"positive"
0,0.560513121122494,0.442628280280624,0.152628280280624,0.895945554154343,0.325933019220713,0.152314140140312,0.318685859859688,"positive"
0,0.583038682769984,0.448259670692496,0.158259670692496,0.899042818880873,0.350429567512358,0.155129835346248,0.315870164653752,"positive"
0,0.561277168644592,0.442819292161148,0.152819292161148,0.896050610688631,0.326763920900994,0.152409646080574,0.318590353919426,"positive"
0,0.69,0.553452003311832,0.203452003311831,1.82578798012901,0.764103630800033,0.449561978473095,0.532027963569853,"positive"
0,0.69,0.553864452586276,0.203864452586276,1.82331328448234,0.767939409052371,0.446881058189203,0.527491021550959,"positive"
0,0.575644901888445,0.442177549055777,0.177177549055777,1.07234673528327,0.396144901888445,0.221543583118124,0.351331617918331,"positive"
0,0.566613627383485,0.446693186308257,0.181693186308257,1.07099204410752,0.387113627383485,0.194675541465869,0.38519889731193,"positive"
0,0.562781918863766,0.448609040568117,0.183609040568117,1.07041728782957,0.383281918863766,0.183276208619704,0.399567804260878,"positive"
0,0.645391150392825,0.515130383464275,0.184869616535725,1.46189510306774,0.582000590160838,0.31503061952861,0.41026076692855,"positive"
0,0.649988607165869,0.51666286905529,0.18333713094471,1.4782926988916,0.564377005864168,0.309513671400957,0.41332573811058,"positive"
0,0.688958143547643,0.554479071773821,0.201874430642929,1.81457256556314,0.782302776051103,0.434603274673922,0.508748861285858,"positive"
0,0.684780294641387,0.552390147320693,0.18934088392416,1.80684354508657,0.797551924558938,0.414967384814518,0.48368176784832,"positive"
0,0.688660781383514,0.554330390691757,0.200982344150543,1.8140224455595,0.783388147950172,0.433205672502518,0.506964688301086,"positive"
0,0.525173594980733,0.3955207849422,0.165,0.783024210386328,0.283437645173399,0.141489491390181,0.283437645173399,"positive"
0,0.526140762546565,0.412315542472061,0.161140762546565,0.817443225678289,0.245402932434808,0.167996598262107,0.246946627416182,"positive"
0,0.540085459602997,0.410427298014984,0.145341838411987,0.989111097483896,0.282234952585772,0.213914417752065,0.35448724238202,"positive"
0,0.540156275525223,0.410781377626117,0.145625102100894,0.98920315818279,0.282843969516922,0.214672148119891,0.354062346848659,"positive"
0,0.543626812890871,0.428134064454352,0.159507251563482,0.993714856758132,0.312690590861486,0.251806897932314,0.333239122654777,"positive"
0,0.682200727954041,0.573397816137876,0.2,1.80009433132655,0.617350700924406,0.457181383112678,0.593397816137876,"positive"
0,0.683044914351776,0.570865256944671,0.2,1.80511724039307,0.629760240971111,0.458785337268375,0.590865256944671,"positive"
0,0.645,0.522393816534895,0.188696908267448,1.46271814496047,0.641171768972185,0.336202686297707,0.428484541337239,"positive"
0,0.645,0.51504988421686,0.18502494210843,1.46051496526506,0.583889096891508,0.315639675807208,0.41012471054215,"positive"
0,0.645,0.517481520033907,0.186240760016954,1.46124445601017,0.602855856264476,0.32244825609494,0.416203800084768,"positive"
0,0.645,0.520093539308291,0.187546769654145,1.46202806179249,0.623229606604669,0.329761910063215,0.422733848270727,"positive"
0,0.645,0.517170340402518,0.186085170201259,1.46115110212076,0.600428655139636,0.321576953127049,0.415425851006294,"positive"
0,0.526288356045261,0.412226986372843,0.161288356045261,0.817215931690298,0.245196301536635,0.168034972571768,0.24668095911853,"positive"
0,0.670618232918205,0.528258625603048,0.184719214630313,1.50326378671604,0.513140140132397,0.303634979019407,0.443596073151566,"positive"
0,0.702991374396952,0.553437735642074,0.199107277509756,1.4705309436653,0.473932668785914,0.322339460762683,0.515536387548782,"positive"
0,0.513227983708493,0.41265802443726,0.150284979635617,0.822024855391122,0.279113991854247,0.153449217920657,0.285,"positive"
0,0.522196524371393,0.39920521344291,0.161495655464241,0.791531817137264,0.283598262185697,0.143583823191468,0.285,"positive"
0,0.601193079964723,0.49642076010583,0.161193079964723,1.01392622803175,0.407970867749536,0.181970867749536,0.322841520211659,"positive"
0,0.598627434340306,0.478627434340306,0.161176460604183,1.00667646060418,0.433470584241673,0.209764707879163,0.289803894944489,"positive"
