"idx","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
3670,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,"negative"
2821,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,"negative"
1915,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,"negative"
3714,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,"negative"
2297,0.415,0.325,0.1,0.385,0.167,0.08,0.125,"negative"
1859,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,"negative"
442,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,"negative"
2928,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,"negative"
3196,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,"negative"
3146,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,"negative"
2722,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,"negative"
885,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,"negative"
213,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,"negative"
4006,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,"negative"
2936,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,"negative"
3885,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,"negative"
1310,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,"negative"
2899,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,"negative"
3971,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,"negative"
1948,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,"negative"
2704,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,"negative"
2804,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,"negative"
3273,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,"negative"
1917,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,"negative"
1149,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,"negative"
2774,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,"negative"
1480,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,"negative"
989,0.575,0.46,0.16,1.103,0.538,0.221,0.249,"negative"
2205,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,"negative"
1223,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,"negative"
736,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,"negative"
3890,0.56,0.46,0.18,0.97,0.342,0.196,0.355,"negative"
1064,0.315,0.235,0.055,0.151,0.065,0.027,0.039,"negative"
2876,0.46,0.36,0.14,0.447,0.161,0.087,0.16,"negative"
1085,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,"negative"
3512,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,"negative"
2783,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,"negative"
3240,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,"negative"
3967,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,"negative"
2578,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,"negative"
366,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,"positive"
255,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,"negative"
3541,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,"negative"
438,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,"negative"
797,0.44,0.335,0.11,0.394,0.157,0.096,0.122,"negative"
4081,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,"negative"
2014,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,"negative"
2455,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,"negative"
1073,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,"negative"
1501,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,"negative"
1097,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,"negative"
487,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,"negative"
3108,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,"negative"
3747,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,"negative"
3927,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,"negative"
1411,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,"negative"
3092,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,"negative"
738,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,"negative"
4141,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,"negative"
763,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,"negative"
3401,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,"negative"
3345,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,"negative"
2336,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,"negative"
1472,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,"negative"
2574,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,"negative"
372,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,"negative"
3425,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,"negative"
1469,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,"negative"
1390,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,"negative"
2290,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,"negative"
1049,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,"negative"
4017,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,"negative"
2932,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,"negative"
1873,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,"negative"
3358,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,"negative"
2867,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,"negative"
1104,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,"negative"
1678,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,"negative"
185,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,"negative"
374,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,"negative"
2078,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,"negative"
1789,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,"negative"
1422,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,"negative"
221,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,"negative"
850,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,"negative"
1375,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,"negative"
3599,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,"negative"
3325,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,"negative"
2634,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,"negative"
138,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,"negative"
4090,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,"negative"
3264,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,"negative"
2987,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,"negative"
2833,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,"negative"
4062,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,"negative"
3369,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,"negative"
1016,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,"negative"
1591,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,"negative"
1106,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,"negative"
2840,0.595,0.435,0.16,1.057,0.4255,0.224,0.31,"negative"
1639,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,"negative"
1225,0.35,0.27,0.075,0.215,0.1,0.036,0.065,"negative"
3522,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,"negative"
889,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,"negative"
937,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,"negative"
1787,0.545,0.415,0.2,1.358,0.567,0.318,0.403,"negative"
2911,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,"negative"
2688,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,"negative"
3246,0.61,0.495,0.19,1.213,0.464,0.306,0.365,"negative"
2730,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,"negative"
2742,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,"negative"
109,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,"negative"
2627,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,"negative"
134,0.35,0.26,0.095,0.211,0.086,0.056,0.068,"negative"
4047,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,"negative"
285,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,"negative"
2834,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,"negative"
875,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,"negative"
2829,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,"negative"
86,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,"negative"
1392,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,"negative"
358,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,"negative"
1660,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,"negative"
3202,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,"negative"
3189,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,"negative"
3704,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,"negative"
190,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,"negative"
1593,0.525,0.4,0.14,0.654,0.305,0.16,0.169,"negative"
1216,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,"negative"
3825,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,"negative"
2085,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,"negative"
1341,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,"negative"
1429,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,"negative"
1202,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,"negative"
325,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,"negative"
2454,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,"negative"
1892,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,"negative"
1169,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,"negative"
3182,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,"negative"
3774,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,"negative"
1084,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,"negative"
2371,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,"negative"
1615,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,"negative"
2677,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,"negative"
938,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,"negative"
3232,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,"negative"
2109,0.325,0.25,0.055,0.166,0.076,0.051,0.045,"negative"
2549,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,"negative"
877,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,"negative"
2694,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,"negative"
290,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,"negative"
402,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,"negative"
2173,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,"negative"
390,0.465,0.375,0.12,0.471,0.222,0.119,0.14,"negative"
3534,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,"negative"
3652,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,"negative"
2449,0.42,0.33,0.125,0.463,0.186,0.11,0.145,"negative"
630,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,"negative"
3689,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,"negative"
124,0.37,0.265,0.075,0.214,0.09,0.051,0.07,"negative"
2752,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,"negative"
872,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,"negative"
3204,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,"negative"
2592,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,"negative"
195,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,"negative"
369,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,"negative"
3549,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,"negative"
3732,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,"negative"
1319,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,"negative"
2590,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,"negative"
553,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,"negative"
1826,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,"negative"
4097,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,"negative"
239,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,"negative"
2139,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,"negative"
2841,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,"negative"
2950,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,"negative"
1028,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,"negative"
1554,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,"negative"
579,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,"negative"
3306,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,"negative"
2529,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,"negative"
477,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,"negative"
1334,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,"negative"
3181,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,"negative"
907,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,"negative"
604,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,"negative"
742,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,"negative"
2635,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,"negative"
3998,0.415,0.31,0.095,0.34,0.181,0.057,0.083,"negative"
2198,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,"negative"
2970,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,"negative"
2716,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,"negative"
2817,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,"negative"
3757,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,"negative"
887,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,"negative"
793,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,"negative"
3628,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,"negative"
94,0.625,0.495,0.165,1.262,0.507,0.318,0.39,"negative"
3929,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,"negative"
1227,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,"negative"
1278,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,"negative"
2992,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,"negative"
1377,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,"negative"
562,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,"negative"
1614,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,"negative"
2089,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,"negative"
1865,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,"negative"
2562,0.44,0.355,0.12,0.495,0.231,0.11,0.125,"negative"
1876,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,"negative"
243,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,"negative"
3496,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,"negative"
2416,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,"negative"
939,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,"negative"
3004,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,"negative"
2057,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,"negative"
3050,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,"negative"
3387,0.74,0.535,0.185,1.65,0.734,0.4505,0.335,"negative"
558,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,"negative"
4057,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,"negative"
3658,0.545,0.41,0.14,0.737,0.349,0.15,0.212,"negative"
3753,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,"negative"
2646,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,"negative"
3332,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,"negative"
1094,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,"negative"
3073,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,"negative"
994,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,"negative"
995,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,"negative"
2791,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,"negative"
1195,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,"negative"
806,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,"negative"
1389,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,"negative"
4140,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,"negative"
2081,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,"negative"
464,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,"negative"
3168,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,"negative"
1348,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,"negative"
217,0.45,0.35,0.13,0.46,0.174,0.111,0.135,"negative"
2559,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,"negative"
401,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,"negative"
2032,0.61,0.49,0.16,1.112,0.465,0.228,0.341,"negative"
1193,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,"negative"
1107,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,"negative"
1833,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,"negative"
1841,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,"negative"
3470,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,"negative"
2274,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,"negative"
2265,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,"negative"
2538,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,"negative"
3687,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,"negative"
1132,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,"negative"
3744,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,"negative"
1295,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,"negative"
3684,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,"negative"
3520,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,"negative"
2926,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,"negative"
343,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,"negative"
3198,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,"negative"
4155,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,"negative"
4133,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,"negative"
3426,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,"negative"
1718,0.65,0.525,0.185,1.488,0.665,0.337,0.378,"negative"
3776,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,"negative"
2953,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,"negative"
20,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,"negative"
1535,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,"negative"
686,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,"negative"
3644,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,"negative"
1062,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,"negative"
1210,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,"negative"
3785,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,"negative"
3329,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,"negative"
1894,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,"negative"
1970,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,"negative"
1003,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,"negative"
1356,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,"negative"
3212,0.555,0.42,0.14,0.868,0.33,0.243,0.21,"negative"
778,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,"negative"
189,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,"negative"
3469,0.72,0.565,0.2,1.787,0.718,0.385,0.529,"negative"
3397,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,"negative"
3012,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,"negative"
1625,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,"negative"
3604,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,"negative"
2769,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,"negative"
1627,0.57,0.435,0.17,0.848,0.4,0.166,0.25,"negative"
3556,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,"negative"
2692,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,"negative"
1176,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,"negative"
128,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,"negative"
3726,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,"negative"
1572,0.48,0.37,0.12,0.536,0.251,0.114,0.15,"negative"
2037,0.28,0.215,0.08,0.132,0.072,0.022,0.033,"negative"
557,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,"negative"
3291,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,"negative"
2497,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,"negative"
3987,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,"negative"
2414,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,"negative"
3118,0.525,0.4,0.135,0.714,0.318,0.138,0.208,"negative"
364,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,"negative"
2185,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,"negative"
1142,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,"negative"
2900,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,"negative"
807,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,"negative"
3395,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,"negative"
1597,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,"negative"
3988,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,"negative"
2967,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,"negative"
592,0.37,0.29,0.115,0.25,0.111,0.057,0.075,"negative"
3539,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,"negative"
1456,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,"negative"
360,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,"negative"
981,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,"negative"
2958,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,"negative"
2097,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,"negative"
2811,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,"negative"
654,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,"negative"
1070,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,"negative"
1039,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,"negative"
3866,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,"negative"
3589,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,"negative"
3688,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,"negative"
1681,0.62,0.49,0.16,1.066,0.446,0.246,0.305,"negative"
1834,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,"negative"
3900,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,"negative"
2910,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,"negative"
2282,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,"negative"
514,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,"negative"
1672,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,"negative"
3601,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,"negative"
1560,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,"negative"
3164,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,"negative"
4070,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,"negative"
771,0.485,0.375,0.14,0.521,0.2,0.123,0.17,"negative"
4108,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,"negative"
1633,0.575,0.47,0.155,1.116,0.509,0.238,0.34,"negative"
204,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,"negative"
2178,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,"negative"
3733,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,"negative"
3673,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,"negative"
168,0.68,0.57,0.205,1.842,0.625,0.408,0.65,"negative"
1664,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,"negative"
1993,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,"negative"
914,0.375,0.28,0.09,0.215,0.084,0.06,0.055,"negative"
1874,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,"negative"
766,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,"negative"
4084,0.585,0.51,0.16,1.218,0.639,0.241,0.3,"negative"
975,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,"negative"
3835,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,"negative"
4031,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,"negative"
547,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,"negative"
2179,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,"negative"
1133,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,"negative"
3177,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,"negative"
312,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,"negative"
3581,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,"negative"
196,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,"negative"
2011,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,"negative"
2790,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,"negative"
2380,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,"negative"
2243,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,"negative"
2823,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,"negative"
2292,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,"negative"
2955,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,"negative"
216,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,"negative"
395,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,"negative"
3559,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,"negative"
3166,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,"negative"
1590,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,"negative"
1022,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,"negative"
2431,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,"negative"
1626,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,"negative"
450,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,"negative"
