"idx","RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
0,1.48492523197616,13.2869600065232,3.59667655826658,1.40536833078887,72.6731406794355,0.519413126206544,8.37864370512036,0,0.122867327123476,"positive"
0,1.51211813849564,13.2466235882021,3.57401381699713,1.38377977443767,72.6959164578929,0.554208079046267,8.43096669682263,0,0.103296881213448,"positive"
0,1.50424087279608,13.0555763159599,3.39021675372434,1.26212708979486,72.9943804080537,0.517340149067862,8.59128453456591,0,-0.00940670150660416,"positive"
0,1.61629708359479,13.1057106999162,3.46013860287056,1.72964434131246,72.4171542660889,0.529601681490755,8.48583861256994,0,0.168216521206022,"positive"
0,1.53223479571687,12.7692384165446,3.7066075270891,1.41416799557986,72.5419253765492,0.601388762418562,8.73833646127354,0,0.0682912267581539,"positive"
0,1.46050422621153,14.0992604401544,3.81917114717234,0.617809455277779,71.7595012800092,0.0954141624196289,9.56944535710701,0,-0.069127894721948,"positive"
0,1.72809756893325,13.9844950121801,3.89689592755457,0.398628750512961,72.7574680505875,-0.297907676508862,9.224598939584,0.224822571674096,0.104161519349408,"positive"
0,1.55789813327303,13.7109487257927,3.70104347622879,0.601168124884042,72.9503413539038,-0.00731597245655458,8.98122947229903,0.0428587474018012,0.0215700997286752,"positive"
0,1.71771691839589,13.9782177019759,3.90557669869389,0.404035693982622,72.7496995334743,-0.277181041269242,9.20420091730614,0.21328626092498,0.0988166838804112,"positive"
0,1.46504064328294,13.5661984728312,3.61810902678379,1.19859794644431,72.7498865568521,0.201370829532072,8.51086693434465,-0.06292853454325,-0.0404490171016407,"positive"
0,1.52578018955288,14.3164757553773,3.8986161203445,0.829355183898597,71.4987482153829,0.0010184987366626,9.49481385032194,0,0.00448180131926001,"positive"
0,1.53633777720278,13.5416611000856,3.46730199459373,0.862422870710429,72.6400610126074,0.280066617157884,8.81484357740244,0.0682458240361674,0.183326489352674,"positive"
0,1.52077006937091,14.0304708665693,3.76043091105885,0.580250475397795,71.7898005235458,0.109902712046711,9.64944344805614,0,-0.00049404469066161,"positive"
0,1.7882252271957,14.1126914043699,3.82884767797221,0.774484716732496,71.4174970429695,0.0638637922975269,9.78975556973171,0,0.265226665900231,"positive"
0,1.67089224755237,14.2192941717112,3.86041451934356,0.803016082279534,71.4440342914124,0.0351570830542385,9.64379782061213,0,0.148657520406393,"positive"
0,1.5338837937128,13.6700090897346,3.66966462442378,0.627719870821847,72.9790477790732,0.0304958276831924,8.95439424014175,0.0181929551816649,0.00957496882119169,"positive"
0,1.46426081180505,13.3165761155042,3.61352111940775,1.4224637565944,72.6545854229239,0.493636112510031,8.34015975366503,0,0.137734203823149,"positive"
0,1.57163085847675,13.331809762107,3.31315154808286,1.09994559769637,72.6132393960648,0.533478951705496,8.6661458106256,-0.101972924130485,0.0652812361811628,"positive"
