"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","Class"
1.5168392891001,13.2406570801869,3.58167860674959,1.32105673860754,72.6876365840189,0.519272475921376,8.45787475184584,-0.00406283540153926,0.030308817582979,"positive"
1.51681142427029,13.4276441676444,3.38741631239234,1.23955292217389,72.5822520950829,0.599029323746859,8.27663462639771,0.015386339299547,0.0275261518696718,"positive"
1.5160609597261,13.3968939082558,3.35032059555905,1.26854980086431,72.6017484069243,0.522473141086486,8.53729856810856,0.00943312205429989,-0.038667316522326,"positive"
1.52124444074772,14.2461385276159,3.8433847302227,0.813928082874307,71.5441895162134,-0.0969278165152008,9.47623581064376,-0.00470718271302866,-0.0388420203657121,"positive"
1.51604581622269,13.2918313044353,3.49816117669151,1.36549068131239,72.5493437270754,0.601201420923519,8.38130220932107,-0.000622746553494685,0.0229300173377772,"positive"
1.52260380936039,14.2375233395146,3.73372405259279,0.934740953377015,71.4473446694519,0.221927224830385,9.14115494344495,-0.0206152030051191,0.213760186643863,"positive"
1.51577695191413,13.4257665610898,3.37296470942653,1.22187661925737,72.7879824052578,0.587927423399907,8.32613305672649,0.00609632572622573,-0.0233699135258745,"positive"
1.5222671543183,14.1889468631297,3.79972672944526,0.942532371448079,71.3603331762456,0.244279754834668,9.15583741915186,0.003562859471111,0.198726750782083,"positive"
1.52176543743237,14.0163552859863,3.73487799489235,0.618124073240273,71.8150977043144,0.0650481601533823,9.67239176938429,-0.00317026529175275,-0.0268910983748008,"positive"
1.5176949829266,13.7332431005095,3.60993543725147,0.692858874136258,73.1153959577147,0.0368791135765546,8.91094554099999,-0.00123562016129084,0.0321550202623121,"positive"
1.51632144274633,13.4111450248425,3.36250088009065,1.32889060200195,72.5886876395225,0.558538239536655,8.62862810692435,0.000549938218544071,0.00125092775859457,"positive"
1.51772705580545,13.6588096153779,3.60521255375387,0.716789720128058,72.9228272522494,0.132505255059112,8.88196646672485,0.00648134252010502,-0.00294663304367009,"positive"
1.51709762250263,12.8676465775764,3.5996550063158,1.30368061738073,72.5126474351684,0.633116869371176,8.70228876531987,-0.00617820574961022,-0.00693999265962704,"positive"
1.51745246480707,13.5804304798998,3.61089881384913,0.626636883248319,72.9196009835886,0.0884469096782291,8.83849567412221,0.00679247563483471,-0.0251802636468623,"positive"
1.51848141783049,13.4987531649154,3.35469587562589,1.56476265504459,71.8778884569758,0.510354072872602,8.76036888914262,0.0048124592941512,0.476026832390687,"positive"
1.51609507758428,13.413344827103,3.54436980034091,1.32731425155992,72.7030250850249,0.596466621638179,8.28961945923279,-0.00447959236256619,-4.30274333393824e-05,"positive"
1.51515743705715,13.3597661309928,3.56071946786935,1.29148199929962,72.5918768858676,0.598986932610352,8.31119795640072,-0.00182719358335375,0.00993102755376614,"positive"
1.51739952315251,13.4357816546874,3.45768729647984,1.54081041238567,72.015617083222,0.564875075749814,8.7124855235929,0.0117275243118616,-0.0164352593561047,"positive"
1.52171731386058,14.0333998967697,3.71186630627472,0.568560892232888,71.8054519567705,0.118497998124847,9.59325853311328,-0.000998560844241748,-0.00869147158784184,"positive"
1.52094963083727,14.3571951920492,3.92610968752168,0.800297805240611,71.392314068447,0.0329692130052447,9.57849806102467,-0.00885279624549267,0.00477601080083721,"positive"
1.51931810032504,13.637854976968,3.52349250820018,0.698226921061481,72.7691083490965,0.238287073540346,8.9175469807031,0.141816588904906,0.0869823471823961,"positive"
1.51647147992054,13.0881485580774,3.39418374149073,1.26257766785577,73.1194472935104,0.482034856366772,8.59870914635006,-0.000442823275784195,-0.0192366148531956,"positive"
