"Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,"negative"
0.475,0.375,0.11,0.456,0.182,0.099,0.16,"negative"
0.44,0.35,0.125,0.4035,0.175,0.063,0.129,"negative"
0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,"negative"
0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,"negative"
0.65,0.51,0.155,1.407,0.7215,0.298,0.335,"negative"
0.51,0.4,0.145,0.5775,0.231,0.143,0.177,"negative"
0.525,0.4,0.13,0.622,0.2655,0.147,0.184,"negative"
0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,"negative"
0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,"negative"
0.53,0.395,0.13,0.575,0.247,0.115,0.183,"negative"
0.475,0.37,0.125,0.537,0.222,0.1215,0.15,"negative"
0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,"negative"
0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,"negative"
0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,"negative"
0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,"negative"
0.58,0.46,0.15,1.0165,0.491,0.221,0.265,"negative"
0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,"negative"
0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,"negative"
0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,"negative"
0.61,0.365,0.155,1.0765,0.488,0.249,0.27,"negative"
0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,"negative"
0.545,0.43,0.14,0.832,0.4355,0.17,0.201,"negative"
0.575,0.45,0.13,0.785,0.318,0.193,0.2265,"negative"
0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,"negative"
0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,"negative"
0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,"negative"
0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,"negative"
0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,"negative"
0.555,0.44,0.14,0.8705,0.407,0.156,0.255,"negative"
0.655,0.5,0.18,1.4155,0.508,0.314,0.445,"positive"
0.63,0.47,0.145,1.1005,0.52,0.26,0.276,"negative"
0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,"negative"
0.555,0.455,0.135,0.837,0.382,0.171,0.235,"negative"
0.5,0.355,0.14,0.528,0.2125,0.149,0.14,"negative"
0.605,0.475,0.155,1.161,0.572,0.2455,0.275,"negative"
0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,"negative"
0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,"negative"
0.55,0.405,0.125,0.651,0.2965,0.137,0.2,"negative"
0.575,0.435,0.14,0.8455,0.401,0.191,0.222,"negative"
0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,"negative"
0.555,0.45,0.175,0.738,0.304,0.1755,0.22,"negative"
0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,"negative"
0.515,0.39,0.12,0.565,0.235,0.135,0.179,"negative"
0.58,0.455,0.17,0.93,0.408,0.259,0.22,"negative"
0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,"negative"
0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,"negative"
0.545,0.41,0.14,0.737,0.349,0.15,0.212,"negative"
0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,"negative"
0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,"negative"
0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,"positive"
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,"negative"
0.565,0.44,0.15,0.863,0.435,0.149,0.27,"negative"
0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,"negative"
0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,"negative"
0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,"negative"
0.61,0.5,0.24,1.642,0.532,0.3345,0.69,"positive"
0.725,0.56,0.21,2.141,0.65,0.398,1.005,"positive"
0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,"negative"
0.6,0.47,0.165,1.059,0.504,0.241,0.275,"negative"
0.625,0.495,0.155,1.025,0.46,0.1945,0.34,"negative"
0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,"negative"
0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,"negative"
0.515,0.405,0.13,0.573,0.213,0.134,0.195,"negative"
0.59,0.455,0.16,1.09,0.5,0.2215,0.292,"negative"
0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,"negative"
0.295,0.225,0.09,0.1385,0.048,0.046,0.05,"negative"
0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,"negative"
0.63,0.49,0.155,1.2525,0.63,0.246,0.289,"negative"
0.65,0.52,0.155,1.368,0.6185,0.288,0.365,"negative"
0.5,0.405,0.14,0.6735,0.265,0.124,0.25,"positive"
0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,"negative"
0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,"negative"
0.625,0.5,0.165,1.288,0.573,0.3035,0.315,"negative"
0.57,0.45,0.18,0.908,0.4015,0.217,0.255,"negative"
0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,"negative"
0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,"negative"
0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,"negative"
0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,"negative"
0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,"negative"
0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,"negative"
0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,"negative"
0.41,0.325,0.1,0.3555,0.146,0.072,0.105,"negative"
0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,"negative"
0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,"negative"
0.615,0.475,0.155,1.027,0.447,0.25,0.285,"negative"
0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,"negative"
0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,"negative"
0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,"negative"
0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,"negative"
0.5,0.375,0.12,0.542,0.215,0.116,0.17,"negative"
0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,"negative"
0.465,0.35,0.13,0.494,0.1945,0.103,0.155,"positive"
0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,"negative"
0.455,0.355,0.105,0.372,0.138,0.0765,0.135,"negative"
0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,"negative"
0.33,0.26,0.08,0.2,0.0625,0.05,0.07,"negative"
0.56,0.435,0.13,0.777,0.354,0.173,0.222,"negative"
0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,"negative"
0.645,0.5,0.16,1.3815,0.672,0.326,0.315,"negative"
0.455,0.37,0.125,0.433,0.201,0.1265,0.145,"negative"
0.395,0.305,0.105,0.282,0.0975,0.065,0.096,"negative"
0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,"negative"
0.57,0.435,0.17,0.848,0.4,0.166,0.25,"negative"
0.53,0.415,0.13,0.694,0.3905,0.111,0.167,"negative"
0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,"negative"
0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,"negative"
0.55,0.425,0.16,0.793,0.343,0.2035,0.215,"negative"
0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,"negative"
0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,"negative"
0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,"negative"
0.585,0.46,0.17,0.9325,0.365,0.271,0.29,"negative"
0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,"negative"
0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,"negative"
0.59,0.405,0.15,0.853,0.326,0.2615,0.245,"negative"
0.645,0.515,0.16,1.1845,0.506,0.311,0.335,"negative"
0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,"negative"
0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,"negative"
0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,"negative"
0.47,0.37,0.12,0.5795,0.293,0.227,0.14,"negative"
0.54,0.425,0.14,0.742,0.32,0.1395,0.25,"negative"
0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,"negative"
0.745,0.57,0.215,2.25,1.1565,0.446,0.558,"negative"
0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,"negative"
0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,"negative"
0.36,0.28,0.105,0.199,0.0695,0.045,0.08,"negative"
0.345,0.27,0.095,0.197,0.0665,0.05,0.07,"negative"
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,"negative"
0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,"negative"
0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,"positive"
0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,"negative"
0.615,0.51,0.15,1.296,0.545,0.3315,0.32,"negative"
0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,"negative"
0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,"negative"
0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,"negative"
0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,"negative"
0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,"negative"
0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,"negative"
0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,"negative"
0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,"negative"
0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,"negative"
0.63,0.53,0.18,1.2795,0.618,0.256,0.315,"negative"
0.29,0.225,0.075,0.152,0.071,0.059,0.045,"negative"
0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,"negative"
0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,"negative"
0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,"positive"
0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,"negative"
0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,"negative"
0.575,0.46,0.16,1.103,0.538,0.221,0.249,"negative"
0.45,0.33,0.105,0.448,0.208,0.089,0.12,"negative"
0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,"negative"
0.56,0.455,0.19,0.714,0.283,0.129,0.275,"negative"
0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,"negative"
0.525,0.42,0.16,0.756,0.2745,0.173,0.275,"negative"
0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,"negative"
0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,"negative"
0.57,0.45,0.14,0.795,0.3385,0.148,0.245,"negative"
0.595,0.465,0.15,1.0765,0.491,0.22,0.287,"negative"
0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,"negative"
0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,"negative"
0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,"negative"
0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,"negative"
0.57,0.445,0.15,0.995,0.504,0.185,0.2505,"negative"
0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,"negative"
0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,"negative"
0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,"negative"
0.665,0.5,0.175,1.4355,0.643,0.345,0.37,"negative"
0.515,0.395,0.135,0.516,0.2015,0.132,0.162,"negative"
0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,"negative"
0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,"negative"
0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,"positive"
0.615,0.48,0.175,1.118,0.446,0.3195,0.3,"negative"
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,"negative"
0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,"negative"
0.41,0.3,0.1,0.301,0.124,0.069,0.09,"negative"
0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,"negative"
0.55,0.425,0.15,0.639,0.269,0.1345,0.217,"negative"
0.55,0.43,0.14,0.8105,0.368,0.161,0.275,"negative"
0.6,0.45,0.145,0.877,0.4325,0.155,0.24,"negative"
0.575,0.465,0.175,1.099,0.4735,0.202,0.35,"negative"
0.37,0.29,0.115,0.25,0.111,0.057,0.075,"negative"
0.49,0.385,0.16,0.656,0.2455,0.171,0.205,"negative"
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,"negative"
0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,"positive"
0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,"negative"
0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,"negative"
0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,"negative"
0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,"negative"
0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,"negative"
0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,"negative"
0.61,0.475,0.175,1.024,0.409,0.261,0.322,"negative"
0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,"negative"
0.462187463923121,0.312045696940675,0.122388884191551,0.361544904105607,0.0659073878776428,0.0650415063646034,0.150812420167733,"positive"
0.564177281862163,0.442488525662761,0.167242413164262,1.13768914193192,0.374166207785661,0.171965670475979,0.367521364442964,"positive"
0.583001782733399,0.489665311878592,0.197121847325674,1.31277870551856,0.506240178559902,0.248128974303043,0.430964945431126,"positive"
0.634196952950698,0.530434459545885,0.189808103765216,1.74994059185922,0.660019302822009,0.411744645096044,0.402499461352674,"positive"
0.573393023291132,0.456964248749038,0.172678299906936,0.903638801253664,0.384791790349793,0.150240939292123,0.304058180782256,"positive"
0.456477129847982,0.351890292064106,0.126691188439669,0.455984451759309,0.191747032314535,0.115095956242507,0.106068783015816,"positive"
0.570754461507343,0.467492925928483,0.200571625925109,0.946222960011632,0.419934754924894,0.193427761354244,0.261377262253378,"positive"
0.422102627224948,0.321536766049668,0.124127989149226,0.434871048629436,0.107480233602235,0.067359769027196,0.13322951157516,"positive"
0.63845181549383,0.535837527780309,0.175400323602048,1.59150590555743,0.606053591462522,0.362270312579249,0.569884921271727,"positive"
0.485110214159902,0.398100204917672,0.138416160813411,0.737992171281285,0.231337359302742,0.129836139057592,0.216542214885688,"positive"
0.589677808423012,0.451032115740018,0.155343646732897,0.974972334674631,0.321336220886059,0.141046566156955,0.317408316906999,"positive"
0.620556772422001,0.478810666028592,0.16306831272881,1.5925762953549,0.564978699174132,0.296923217505107,0.368962633681006,"positive"
0.531602639350847,0.419594666292631,0.144687171008449,0.894496662261848,0.307643442378461,0.194010726787487,0.306920008107489,"positive"
0.522563852091288,0.424064435365572,0.120411984604371,0.833085804797786,0.290408715810779,0.1864705781907,0.289778506116802,"positive"
0.491315728850426,0.399218713120302,0.146171479921641,0.851054781430129,0.212059218556638,0.168054285002161,0.284350179889692,"positive"
0.599125434493371,0.501723479033355,0.242933437845213,1.5793344217243,0.509688513937105,0.320070329465896,0.662914884639263,"positive"
0.630322388365594,0.498919320245168,0.180367970805847,1.48394918742377,0.513436734453628,0.316911509930867,0.441681074890507,"positive"
0.510865796490196,0.436354444079031,0.197714419519014,1.02350830814505,0.318356729802205,0.213785149787009,0.335297123086734,"positive"
0.475559955231312,0.387754338283469,0.145697576929483,0.727084044301807,0.266465381304939,0.147363665782205,0.18261133826246,"positive"
0.480463478235817,0.398285687065324,0.150659013706358,0.741015582045369,0.204998540078114,0.137399602060907,0.212435923016479,"positive"
0.641059617528918,0.521250858452167,0.188959305470799,1.84410284531499,0.703752948994761,0.388435470324985,0.39775815373986,"positive"
0.64725935139068,0.466997050971392,0.15217383375081,1.52432492419932,0.545718918839128,0.299875498166352,0.402350834984224,"positive"
0.650877738023222,0.493609433525106,0.177876949299085,1.36363902274474,0.490950644464419,0.313756081953902,0.44301625010855,"positive"
0.483651313400977,0.394839604566927,0.146630341699897,0.707755152812968,0.242240327814482,0.125912014217757,0.242725192146159,"positive"
0.476427863986293,0.374789529701927,0.151362480826488,0.659735942602153,0.20902569857323,0.138522385006551,0.263478295560077,"positive"
0.586615128851772,0.467771211390131,0.164594126658548,1.21246376382303,0.389744611554172,0.162936737747727,0.415744038219804,"positive"
0.692803845221047,0.518033612707052,0.183571365869815,1.3610389101327,0.562366101156852,0.230935167509393,0.442502682268191,"positive"
0.612836842648632,0.490670097470507,0.237541854643547,1.69081905893009,0.511560428663349,0.325890782004576,0.708223566897552,"positive"
0.636364062467025,0.496717022249132,0.158993689053586,1.36007806394406,0.591833806346313,0.332937412212871,0.412198680730656,"positive"
0.70203009756954,0.512398194151237,0.190452421728069,1.24139818774246,0.553004992709272,0.225802498670093,0.397468777383706,"positive"
0.639534163994947,0.510940445088176,0.163179547528112,1.38677354854822,0.607791249091956,0.303053564170726,0.388560078330841,"positive"
0.50855944830118,0.422234923029452,0.12246627204301,0.832401432282016,0.286928511968005,0.171000863365484,0.311462463752196,"positive"
0.578592380469855,0.493664250433796,0.193705409547968,1.28350865361847,0.516423683167804,0.262998730089727,0.396457818984087,"positive"
0.626518626279724,0.4870580830682,0.189576496486946,1.39738398356097,0.505677453460991,0.253457643252835,0.486338325065925,"positive"
0.531650313660811,0.417296049511842,0.120268830392163,0.852716717697851,0.293853635707102,0.171507950328848,0.29193935085533,"positive"
0.666398065429913,0.519326553546798,0.169010247570948,1.32065797742042,0.5815025065909,0.344590868557212,0.373582177932028,"positive"
0.5083632532619,0.410911092221988,0.199760875744119,1.04209222710933,0.302409388945061,0.218658457710758,0.312920351974465,"positive"
0.51141141496721,0.397275244436459,0.144723831491455,0.551008380297772,0.263508364365488,0.130669770146849,0.257549774113183,"positive"
0.645772991291936,0.528055880784176,0.193606125064771,1.80424363128379,0.69716197102788,0.383928113544001,0.418292226157133,"positive"
0.420590787352124,0.31905963710297,0.126213525171752,0.40264820504214,0.143935377611402,0.0650834345875751,0.14255686235674,"positive"
0.596025834877925,0.506293090137964,0.201923200159521,1.37892120805377,0.554176186742426,0.256561003975451,0.442824942708227,"positive"
0.632488947891927,0.505519459749819,0.172524542529291,1.43154365809298,0.644728337680497,0.287327082141423,0.388309195614315,"positive"
0.657960736379323,0.503726799919438,0.184893501473759,1.39031482150099,0.521412206025194,0.321687597574636,0.442422197497127,"positive"
0.557509475847378,0.405601053997847,0.174190901739624,0.969416069798632,0.264396305968632,0.191938360469498,0.399511709546224,"positive"
0.610877562273222,0.471086903046573,0.1561692276455,1.59096206875013,0.560254301374357,0.348652031726348,0.335772156099098,"positive"
0.63700353009957,0.511019602559938,0.16571068556201,1.41883780513758,0.620168122734992,0.308212496358252,0.422532853318665,"positive"
0.650916331167083,0.503731429155098,0.1779549166515,1.33686738347784,0.48216883355266,0.334614633704571,0.492425333265642,"positive"
0.523466044809361,0.436040256998499,0.196012864862337,0.96158136315889,0.344814632938021,0.2122964444132,0.342071847320901,"positive"
0.580011462952557,0.443445482573869,0.16797231215711,1.0610979441928,0.352845083490384,0.150858715978105,0.360219513081044,"positive"
0.610181604142274,0.499677278314966,0.24339324613735,1.60963631848161,0.552497285445635,0.31699136243435,0.720094307058252,"positive"
0.657867772526463,0.491280880858158,0.163064350944519,1.42433579033278,0.564898155842239,0.328189005992437,0.396360648358181,"positive"
0.484357494133861,0.385437198364437,0.143550650172004,0.578289358426847,0.198260984616882,0.122356772381703,0.211391233211413,"positive"
0.478165264013561,0.376120530912983,0.14273231549327,0.650474395534393,0.202241505937918,0.117662355945693,0.173013824091151,"positive"
0.500244185082951,0.364621793366528,0.125137594201922,0.577553991776821,0.159221808265325,0.0743076603114616,0.172792144559546,"positive"
0.61851108789721,0.509121799370755,0.173032592689095,1.41106115995755,0.612991385946718,0.300265587651002,0.41415598228713,"positive"
0.468825577688389,0.358430938260713,0.129706866448419,0.457021435545212,0.176221312669446,0.0895511258883641,0.146656945960201,"positive"
0.609850229796438,0.475973042461419,0.165069262024127,1.77754865504153,0.552876303488063,0.300129044366419,0.3477404903884,"positive"
0.422805272144775,0.312481811448967,0.130802311886903,0.238818574442687,0.156922541301492,0.0508226874800633,0.0772297126243939,"positive"
0.6490969279559,0.497921336381903,0.200590711227725,1.63877831181155,0.502375833321748,0.301462146418469,0.637072090093209,"positive"
0.636144939385918,0.536629851814475,0.163017521951096,1.60959544970786,0.590590486350045,0.26660625469276,0.443326361527631,"positive"
0.68012600390167,0.513081924378537,0.163784777932846,1.31020033603533,0.56178230053185,0.355660821412248,0.313864670107789,"positive"
0.417743461902962,0.309395089106383,0.126683583858344,0.421251112641747,0.11510745525675,0.0508018256647,0.15968250416781,"positive"
0.477243001618192,0.414122633246583,0.135196637701486,0.720281445685718,0.306808601875651,0.126957516129333,0.266785663517898,"positive"
0.507927337201466,0.413937496420671,0.13524426351689,0.676596804459108,0.27587271677931,0.132829051067185,0.236989393108549,"positive"
0.720107318039835,0.553000855206832,0.213338438530228,2.073198131984,0.644436911640242,0.414702280886667,0.995423185892745,"positive"
0.575013859272651,0.456693820350337,0.144701727368215,0.855280838579436,0.287826751170375,0.118693794873792,0.340410192908625,"positive"
0.558138313770568,0.450557788998299,0.17586026593843,0.936868265782349,0.381007093178229,0.169248249752092,0.319847646043893,"positive"
0.724779832739689,0.546635945145889,0.209009068812749,2.08954219613765,0.675612752913813,0.394810429809219,1.00381472418519,"positive"
0.501843941627184,0.376517377349085,0.122574402748931,0.486286545713145,0.165757006824877,0.0837563854189442,0.153734721410633,"positive"
0.609266304401803,0.464628928667218,0.190233319467466,1.39365061574847,0.514027984297442,0.265488813629454,0.460897710041573,"positive"
0.419078468488422,0.304978833363708,0.125200652742096,0.347901828772039,0.134690769671525,0.0564011124153965,0.139884573062807,"positive"
0.575702967749933,0.463022975346731,0.150909801282922,0.869798160711718,0.384732460167369,0.164394967986153,0.255728192474535,"positive"
0.632584359888183,0.505652567880207,0.155456856037021,1.01015403786379,0.421767884116594,0.302299626443067,0.29236212624029,"positive"
0.483439394381632,0.378260812599037,0.138028506676508,0.71589226161812,0.207006892370053,0.149158686293448,0.17398631214936,"positive"
0.563892541651662,0.461963176912299,0.195952060391827,0.996335483739113,0.457649115120561,0.205603182577972,0.304485450559219,"positive"
0.553788044368544,0.393337427959132,0.180111302240839,0.996642772286803,0.282310061002408,0.181077761932065,0.379755332407007,"positive"
0.560296888436448,0.452820545590091,0.177457366869906,1.02215610909063,0.381261798053455,0.151937706230323,0.283603960425143,"positive"
0.588288497327898,0.453597025026545,0.160514032803097,0.844605854932892,0.320567277703404,0.134671472881803,0.315861286146868,"positive"
0.49286347746235,0.375246210584549,0.138987542088599,0.678165039369737,0.252614129957843,0.153910597802998,0.199317997331055,"positive"
0.565436317518457,0.439277342921194,0.177147623996369,0.802734965951624,0.398712159745065,0.168285807597601,0.306458733918723,"positive"
0.733280396005874,0.551180123610465,0.211854003835197,2.07030132381636,0.676195482148645,0.399162378420928,1.04313403292538,"positive"
0.65963065724037,0.541365813068519,0.177262420360569,1.66951231443512,0.634029574419434,0.345743974368421,0.588029125381709,"positive"
0.640617927648429,0.507375738823204,0.151991221768896,1.07375971897796,0.4212678254205,0.296465690711638,0.326895220474548,"positive"
0.664762013844087,0.491221306497245,0.161888754111722,1.48247258508214,0.589300591724783,0.328050658295587,0.359669524516267,"positive"
0.590847863654486,0.506309731956675,0.236953006184937,1.65965880091554,0.535598884059924,0.347178311491495,0.706591895610767,"positive"
0.638630627455302,0.531134826645743,0.183501728664647,1.60543821203072,0.606827950152287,0.314763837967926,0.50359824655187,"positive"
0.646565474665071,0.507369616667744,0.199019616170337,1.58105809469175,0.475704179988798,0.270509235236127,0.644018919696938,"positive"
0.611636519349184,0.489933801572769,0.235951786900058,1.55713207844991,0.536884622085961,0.333436881077592,0.670675778608067,"positive"
0.595465631934579,0.481885801079173,0.189349067194917,1.33184828784834,0.515247486585548,0.263522420049568,0.417009389370743,"positive"
0.591375827829429,0.456039539331257,0.16555683873537,0.936716748438895,0.385108409886954,0.150598298640082,0.429036730682422,"positive"
0.644765668579205,0.529483703620979,0.167817536316873,1.51726067517084,0.60661266178285,0.279904444138613,0.49100483889179,"positive"
0.733575658145009,0.564240266838576,0.20674384455646,2.13451971104739,0.644998868664263,0.384830693427797,1.00537155630419,"positive"
0.573586053034251,0.445711510511712,0.173585314116159,0.991437209843828,0.40745163649297,0.17376266911784,0.399613475939206,"positive"
0.609577061423652,0.471797929463092,0.157860127540394,1.60653849723546,0.542090989560692,0.331978787622901,0.377708011727777,"positive"
0.548671975660765,0.403653591117868,0.151396977935295,0.922961249720668,0.288488793420577,0.181199425142389,0.290416401013001,"positive"
0.517572413988733,0.423150169373377,0.119363990703675,0.867551213878102,0.295100351421223,0.197965412815282,0.30406479946062,"positive"
0.572137505834442,0.457050644711294,0.166545123087326,1.05547248425369,0.313033850852867,0.179543296996587,0.415432070777938,"positive"
0.65368397886146,0.503647020874808,0.178951765572292,1.50836657410278,0.510195125884983,0.350035257657957,0.432834594919731,"positive"
0.673603629171008,0.503131497449699,0.197830489079906,1.62403541900355,0.490950254140827,0.30603966645795,0.62203701128094,"positive"
0.48487921804155,0.376992938728744,0.123364882040438,0.494079861137267,0.235461079766428,0.0663543658558554,0.167321059811711,"positive"
0.4993645531233,0.448310642655497,0.195220983397524,0.857770454449877,0.28642772242786,0.211857222522102,0.357493627531811,"positive"
0.642498226747425,0.509948807762244,0.155302885904609,1.15778545475762,0.410733107046078,0.282108970231966,0.340063531994241,"positive"
0.562034451515452,0.478781704626846,0.197793380551048,0.985357361348169,0.512691314639136,0.174362243511045,0.301501296072972,"positive"
0.460743692169716,0.352236268518865,0.131987722870692,0.422906808176463,0.202404491042305,0.0756725915077834,0.151440244314118,"positive"
0.613829722492914,0.46713980238616,0.162860600625768,1.67421950587312,0.549373742014088,0.332007091057398,0.33119792449776,"positive"
0.717552445580454,0.552552277043026,0.2104868235272,2.13974883008979,0.661021873369275,0.417439455229529,0.985708365469752,"positive"
0.606671261154116,0.515430749388795,0.237028099689998,1.69690619737344,0.522370568812357,0.339392519160389,0.640497939604822,"positive"
0.619663333622702,0.482083543032806,0.161655076330082,1.56323297152445,0.523433918699883,0.328036219308389,0.323645175688212,"positive"
0.43015616729135,0.320964711965073,0.126519868649451,0.212975180112116,0.130093894820605,0.0664568350493394,0.168723232080921,"positive"
0.655291668600559,0.526186166918742,0.178513381703256,1.63546377514753,0.598915813602376,0.346874350598792,0.528423688308582,"positive"
0.568666098052475,0.453901460850875,0.17357056726514,1.01028350435739,0.377870912496872,0.173857044689547,0.265881218305026,"positive"
0.598905727142103,0.501220589927303,0.244033868860343,1.78979585616786,0.503680536895498,0.340983912592705,0.676891473570729,"positive"
0.6303932475322,0.525337577987359,0.194937345869917,1.86002986447888,0.686375267363095,0.386356697211037,0.363342115721336,"positive"
0.542819805159358,0.411795825996172,0.145421386171545,0.934592336894469,0.31388269133112,0.209109054933026,0.275769014855541,"positive"
0.584536340220085,0.446878074065704,0.148555184679624,0.784736102877612,0.344517253534917,0.163043407320088,0.281215154515731,"positive"
0.502163780574991,0.424300565981083,0.146086075070655,0.693994533401633,0.275751951007813,0.104389430769526,0.243367705982956,"positive"
0.616604243509004,0.486446016149328,0.185419129673783,1.33239196985671,0.557235925669246,0.245386666832305,0.485426796683577,"positive"
0.608246333400592,0.472980838264475,0.15664113355876,1.64051389742376,0.569889109458618,0.356848861678036,0.325721366337415,"positive"
0.571240454494649,0.459748973787234,0.173130937045244,0.978756462935637,0.348900209357546,0.174320947621862,0.352138507870777,"positive"
